Processo;Cidade;Estado;Tipo;Metragem;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
0011381-26.2015.5.01.0034;Rio de Janeiro;RJ;Veículo;0,00 m²;N/D;R$ 18.000,00;40%;25/05/2026;26/05/2026;R$ 7.200,00;R$ 216,00;R$ 360,00;R$ 360,00;R$ 360,00;R$ 8.496,00;950400,00%;85;VERDE;
1001935-03.2024.5.02.0401;Jundiaí;SP;Bens Móveis;0,00 m²;Rua Júlia Lopes de Almeida 382;R$ 17.080,00;20%;04/08/2026;04/08/2026;R$ 3.416,00;R$ 102,48;R$ 170,80;R$ 170,80;R$ 170,80;R$ 4.030,88;1304912,00%;100;VERDE;
0009769-30.2011.8.26.0363;Mogi Mirim;SP;Veículo;0,00 m²;Rua Maria Amélia, 289, Via São José, CEP 13801-335, Mogi Mirim – SP.;R$ 17.002,68;60%;29/05/2026;26/06/2025;R$ 10.201,61;R$ 306,05;R$ 510,08;R$ 510,08;R$ 510,08;R$ 12.037,90;496478,26%;40;VERMELHO;
0101229-74.2017.5.01.0512;Nova Friburgo;RJ;Máquinas de Costura;0,00 m²;Rua Ceará, nº 180, Casa 03, Bela Vista;R$ 16.600,00;40%;13/05/2026;13/05/2026;R$ 6.640,00;R$ 199,20;R$ 332,00;R$ 332,00;R$ 332,00;R$ 7.835,20;876480,00%;90;VERDE;
0101885-43.2017.5.01.0411;SAQUAREMA;RJ;Bem Móvel;0,00 m²;AVENIDA AMARAL PEIXOTO, S/N, KM 56, SAMPAIO CORREIA, SAQUAREMA/RJ - CEP: 28997-000;R$ 16.100,00;50%;08/06/2026;16/06/2026;R$ 8.050,00;R$ 241,50;R$ 402,50;R$ 402,50;R$ 402,50;R$ 9.499,00;660100,00%;85;VERDE;
1000536-59.2020.5.02.0471;São Caetano do Sul;SP;Cadeiras;0,00 m²;Rua Francesco de Martini, 549, Osvaldo Cruz, São Caetano do Sul/SP;R$ 16.000,00;20%;04/08/2026;04/08/2026;R$ 3.200,00;R$ 96,00;R$ 160,00;R$ 160,00;R$ 160,00;R$ 3.776,00;1222400,00%;95;VERDE;
0000400-39.2024.5.23.0056;Diamantino;MT;Dois baús de caminhão truck;0,00 m²;MINERAÇÃO VALE DOS ARINOS LTDA - Fazenda São Paulo do Arinos Il, Zona Rural de Diamantino/MT, MT 235, KM 39 + 6KM A ESQUERDA;R$ 16.000,00;50%;28/05/2026;11/06/2026;R$ 8.000,00;R$ 240,00;R$ 400,00;R$ 400,00;R$ 400,00;R$ 9.440,00;656000,00%;70;AMARELO;
0000400-39.2024.5.23.0056;Diamantino;MT;Bem Móvel;0,00 m²;MINERAÇÃO VALE DOS ARINOS LTDA - Fazenda São Paulo do Arinos Il, Zona Rural de Diamantino/MT, MT 235, KM 39 + 6KM A ESQUERDA;R$ 16.000,00;50%;18/05/2026;11/06/2026;R$ 8.000,00;R$ 240,00;R$ 400,00;R$ 400,00;R$ 400,00;R$ 9.440,00;656000,00%;90;VERDE;
0707325-98.2023.8.07.0004;Gama;DF;Motocicleta;0,00 m²;N/D;R$ 15.931,00;50%;27/04/2026;29/04/2026;R$ 7.965,50;R$ 238,97;R$ 398,28;R$ 398,28;R$ 398,28;R$ 9.399,29;653171,00%;50;VERMELHO;
0000534-39.2020.5.09.0010;Curitiba;PR;Título patrimonial;0,00 m²;Clube Curitibano;R$ 15.500,00;50%;09/06/2026;18/06/2026;R$ 7.750,00;R$ 232,50;R$ 387,50;R$ 387,50;R$ 387,50;R$ 9.145,00;635500,00%;70;AMARELO;
0000534-39.2020.5.09.0010;Curitiba;PR;Título Patrimonial;0,00 m²;N/D;R$ 15.500,00;50%;09/06/2026;18/06/2026;R$ 7.750,00;R$ 232,50;R$ 387,50;R$ 387,50;R$ 387,50;R$ 9.145,00;635500,00%;75;AMARELO;
0000534-39.2020.5.09.0010;Curitiba;PR;Título patrimonial;0,00 m²;N/D;R$ 15.500,00;50%;09/06/2026;18/06/2026;R$ 7.750,00;R$ 232,50;R$ 387,50;R$ 387,50;R$ 387,50;R$ 9.145,00;635500,00%;55;VERMELHO;
5002496-95.2016.8.13.0525;POUSO ALEGRE;MG;Carro;0,00 m²;R. Conego Braga, nº 116, bairro Centro, Cachoeira de Minas MG;R$ 15.145,00;60%;13/04/2026;28/05/2026;R$ 9.087,00;R$ 272,61;R$ 454,35;R$ 454,35;R$ 454,35;R$ 10.722,66;442234,00%;25;VERMELHO;
0425918-84.1997.8.26.0053;São Paulo;SP;Veículo;0,00 m²;Rua Tapiraí, 359 – Casa 7, Vila Isolina, São Paulo/SP – 02083-070;R$ 15.040,00;100%;13/04/2026;16/04/2026;R$ 15.040,00;R$ 451,20;R$ 752,00;R$ 752,00;R$ 752,00;R$ 17.747,20;-270720,00%;50;VERMELHO;
0006167-82.2011.8.13.0657;Senador Firmino;MG;Terreno rural;5.000,00 m²;zona rural denominada Dutra, município de Senador Firmino/MG, parte superior do imóvel, localizada em área de morro, considerada à direita de quem observa a partir da estrada de acesso, referida área confronta com mata e possui pequena estrutura destinada à criação de gado;R$ 15.000,00;60%;25/05/2026;01/06/2026;R$ 9.000,00;R$ 270,00;R$ 450,00;R$ 450,00;R$ 450,00;R$ 10.620,00;438000,00%;40;VERMELHO;
0003155-27.2023.8.16.0117;Medianeira;PR;Veículo;0,00 m²;N/D;R$ 15.000,00;60%;11/05/2026;12/05/2026;R$ 9.000,00;R$ 270,00;R$ 450,00;R$ 450,00;R$ 450,00;R$ 10.620,00;438000,00%;75;AMARELO;
0006192-43.2019.8.16.0104;Laranjeiras do Sul;PR;Veículo;0,00 m²;N/D;R$ 15.000,00;50%;04/05/2026;05/05/2026;R$ 7.500,00;R$ 225,00;R$ 375,00;R$ 375,00;R$ 375,00;R$ 8.850,00;615000,00%;80;VERDE;
5007020-92.2016.8.13.0313;IPATINGA;MG;Móveis e Equipamentos de Supermercado;0,00 m²;AV. GERASA, Nº 2099, BAIRRO CANAÃ, IPATINGA/MG;R$ 15.000,00;50%;16/04/2026;30/04/2026;R$ 7.500,00;R$ 225,00;R$ 375,00;R$ 375,00;R$ 375,00;R$ 8.850,00;615000,00%;50;VERMELHO;
1029558-09.2014.8.26.0002;Bonito de Santa Fé;PB;Terreno;120,00 m²;Loteamento Alto do Saburá 04, vizinho ao Conjunto CEHAP, quadra B, Lote 19, Cidade de Bonito de Santa Fé /PB;R$ 14.820,04;50%;02/03/2026;24/03/2026;R$ 7.410,02;R$ 222,30;R$ 370,50;R$ 370,50;R$ 370,50;R$ 8.743,82;607621,64%;40;VERMELHO;
0004582-09.2015.8.16.0095;Imbituva;PR;Veículo;0,00 m²;Localizado em Imbituva/PR;R$ 14.800,00;50%;08/05/2026;08/06/2026;R$ 7.400,00;R$ 222,00;R$ 370,00;R$ 370,00;R$ 370,00;R$ 8.732,00;606800,00%;55;VERMELHO;
0100611-45.2022.5.01.0063;Rio de Janeiro;RJ;Móveis;0,00 m²;Rua: Sebastião de Lacerda, número 70, Laranjeiras, Rio de Janeiro/RJ - CEP: 22240-110;R$ 14.500,00;50%;22/06/2026;30/06/2026;R$ 7.250,00;R$ 217,50;R$ 362,50;R$ 362,50;R$ 362,50;R$ 8.555,00;594500,00%;75;AMARELO;
0000268-44.2024.5.12.0005;ITAJAÍ;SC;Bem Móvel;0,00 m²;N/D;R$ 14.500,00;50%;15/04/2026;19/05/2026;R$ 7.250,00;R$ 217,50;R$ 362,50;R$ 362,50;R$ 362,50;R$ 8.555,00;594500,00%;95;VERDE;
0100194-20.2025.5.01.0053;RIO DE JANEIRO;RJ;Bens Móveis;0,00 m²;Rua Moacir de Almeida, N.º 219, Tomas Coelho;R$ 14.500,00;30%;12/05/2026;19/05/2026;R$ 4.350,00;R$ 130,50;R$ 217,50;R$ 217,50;R$ 217,50;R$ 5.133,00;936700,00%;95;VERDE;
0003870-65.2023.8.16.0086;Guaíra;PR;Veículo;0,00 m²;Avenida Joaquim Dornelles Vargas, 969 - Centro - GUAÍRA/PR;R$ 14.447,30;60%;16/04/2026;16/06/2026;R$ 8.668,38;R$ 260,05;R$ 433,42;R$ 433,42;R$ 433,42;R$ 10.228,69;421861,16%;80;VERDE;
5025900-10.2023.8.13.0145;JUIZ DE FORA;MG;Veículo;0,00 m²;Rua das Safiras, nº 75, Bairro Marilândia;R$ 14.000,00;100%;09/06/2026;30/06/2026;R$ 14.000,00;R$ 420,00;R$ 700,00;R$ 700,00;R$ 700,00;R$ 16.520,00;-252000,00%;70;AMARELO;
0009165-16.2016.8.13.0344;União de Minas;MG;Gado;0,00 m²;Fazenda Casinhas, 0, Zona Rural;R$ 13.500,00;50%;11/06/2026;27/08/2026;R$ 6.750,00;R$ 202,50;R$ 337,50;R$ 337,50;R$ 337,50;R$ 7.965,00;553500,00%;50;VERMELHO;
0013618-53.2023.8.16.0044;Apucarana;PR;Bens Móveis (Mobiliário);0,00 m²;Avenida Winston Churchill, 1560 Dentro do mercado Amigão - Coliseu - LONDRINA/PR - CEP: 86.080-120;R$ 13.480,00;60%;20/04/2026;12/05/2026;R$ 8.088,00;R$ 242,64;R$ 404,40;R$ 404,40;R$ 404,40;R$ 9.543,84;393616,00%;90;VERDE;
5003647-40.2024.8.13.0647;SÃO SEBASTIÃO DO PARAÍSO;MG;Veículo;0,00 m²;Rua Djanira Alves Zague, 97, Vila Nossa Senhora de Fátima, São Sebastião do Paraíso/MG;R$ 13.000,00;60%;04/05/2026;25/05/2026;R$ 7.800,00;R$ 234,00;R$ 390,00;R$ 390,00;R$ 390,00;R$ 9.204,00;379600,00%;55;VERMELHO;
0001490-92.2014.5.08.0107;Marabá;PA;Veículo;0,00 m²;N/D;R$ 12.500,00;50%;26/05/2026;;R$ 6.250,00;R$ 187,50;R$ 312,50;R$ 312,50;R$ 312,50;R$ 7.375,00;512500,00%;50;VERMELHO;
4413708-97.2008.8.13.0702;UBERLÂNDIA;MG;Bens Móveis;0,00 m²;Rodovia Marechal Rondon, Km. 274, São Manuel - SP;R$ 12.225,00;60%;18/05/2026;16/06/2026;R$ 7.335,00;R$ 220,05;R$ 366,75;R$ 366,75;R$ 366,75;R$ 8.655,30;356970,00%;65;AMARELO;
0083214-20.2023.8.16.0014;Londrina;PR;Bens Móveis;0,00 m²;Rua Guaporé, 739 - de 495/496 ao fim - Jardim Palmares - LONDRINA/PR - CEP: 86.025-000 (local de depósito);R$ 12.200,00;50%;13/04/2026;06/05/2026;R$ 6.100,00;R$ 183,00;R$ 305,00;R$ 305,00;R$ 305,00;R$ 7.198,00;500200,00%;88;VERDE;
5001309-44.2021.8.13.0471;Pará de Minas;MG;Bem Móvel Industrial;0,00 m²;AV. OVÍDIO DE ABREU, Nº 645, BAIRRO DOM BOSCO, EM PARÁ DE MINAS/MG.;R$ 12.000,00;50%;09/07/2026;09/07/2026;R$ 6.000,00;R$ 180,00;R$ 300,00;R$ 300,00;R$ 300,00;R$ 7.080,00;492000,00%;85;VERDE;
5090786-03.2017.8.13.0024;Belo Horizonte;MG;Box de garagem;0,00 m²;Rua Tupis, n° 457 - 459, Centro, Belo Horizonte/MG;R$ 12.000,00;50%;15/04/2026;28/05/2026;R$ 6.000,00;R$ 180,00;R$ 300,00;R$ 300,00;R$ 300,00;R$ 7.080,00;492000,00%;95;VERDE;
0001058-13.2012.8.16.0126;Palotina;PR;Bem Móvel;0,00 m²;Rua Getúlio Vargas, 938 - PALOTINA/PR - CEP: 85.950-000;R$ 12.000,00;50%;04/05/2026;05/05/2026;R$ 6.000,00;R$ 180,00;R$ 300,00;R$ 300,00;R$ 300,00;R$ 7.080,00;492000,00%;100;VERDE;
0000139-31.2025.5.18.0007;Goiânia;GO;Torno industrial;0,00 m²;Estrada 131, 463, 237, Chácara L, Chácaras de Recreio São Joaquim, Goiânia– GO;R$ 12.000,00;50%;19/05/2026;19/05/2026;R$ 6.000,00;R$ 180,00;R$ 300,00;R$ 300,00;R$ 300,00;R$ 7.080,00;492000,00%;80;VERDE;
1000294-36.2024.5.02.0059;São Paulo;SP;Bens móveis - Equipamentos de restaurante;0,00 m²;Rua Inácio Pereira da Rocha, 290, Pinheiros;R$ 11.790,00;20%;16/07/2026;16/07/2026;R$ 2.358,00;R$ 70,74;R$ 117,90;R$ 117,90;R$ 117,90;R$ 2.782,44;900756,00%;65;AMARELO;
5002178-07.2024.8.13.0534;PRESIDENTE OLEGÁRIO;MG;N/D;0,00 m²;Avenida Engenheiro Nilton Alves Nascimento, 1.261, Setor Industrial;R$ 11.700,00;70%;01/07/2026;01/07/2026;R$ 8.190,00;R$ 245,70;R$ 409,50;R$ 409,50;R$ 409,50;R$ 9.664,20;203580,00%;95;VERDE;
5002081-23.2022.8.13.0713;Viçosa;MG;Veículo;0,00 m²;Rua Dona Violeta Vasconcelos Souza Carmo, 65, Santo Antônio;R$ 11.360,00;50%;03/06/2026;26/08/2026;R$ 5.680,00;R$ 170,40;R$ 284,00;R$ 284,00;R$ 284,00;R$ 6.702,40;465760,00%;60;AMARELO;
0100673-84.2022.5.01.0225;Rio de Janeiro;RJ;Bens Móveis;0,00 m²;Rua Sebastião Lacerda, nº 70, Laranjeiras, Rio de Janeiro/RJ – CEP: 22240-110;R$ 11.200,00;30%;29/05/2026;12/06/2026;R$ 3.360,00;R$ 100,80;R$ 168,00;R$ 168,00;R$ 168,00;R$ 3.964,80;723520,00%;85;VERDE;
1000826-80.2024.5.02.0262;Diadema;SP;Bens móveis;0,00 m²;Avenida Luiz Merenda, 555, Campanário;R$ 10.849,50;100%;04/08/2026;04/08/2026;R$ 10.849,50;R$ 325,49;R$ 542,48;R$ 542,48;R$ 542,48;R$ 12.802,41;-195291,00%;75;AMARELO;
5000169-88.2020.8.13.0089;Piranguinho;MG;Veículo;0,00 m²;Rua José da Costa Lisboa, nº 329 – Santa Bárbara, Piranguinho/MG;R$ 10.600,00;50%;15/04/2026;11/06/2026;R$ 5.300,00;R$ 159,00;R$ 265,00;R$ 265,00;R$ 265,00;R$ 6.254,00;434600,00%;50;VERMELHO;
0000846-21.2017.5.13.0006;João Pessoa;PB;Bens Móveis;0,00 m²;Rua Silvio Almeida, 874, Bairro de Expedicionário, João Pessoa – PB;R$ 10.200,00;40%;13/04/2026;;R$ 4.080,00;R$ 122,40;R$ 204,00;R$ 204,00;R$ 204,00;R$ 4.814,40;538560,00%;75;AMARELO;
0000617-30.2024.5.13.0034;Campina Grande;PB;Bens móveis comerciais;0,00 m²;Avenida Elpídio de Almeida, 2450, Catolé, Campina Grande/PB;R$ 10.100,00;40%;13/04/2026;30/04/2026;R$ 4.040,00;R$ 121,20;R$ 202,00;R$ 202,00;R$ 202,00;R$ 4.767,20;533280,00%;90;VERDE;
0001140-17.2025.5.13.0031;JOAO PESSOA;PB;Motocicleta;0,00 m²;AVENIDA JOAO DA MATA, 256, JAGUARIBE, JOAO PESSOA/PB - CEP: 58015-020;R$ 10.000,00;40%;20/04/2026;30/04/2026;R$ 4.000,00;R$ 120,00;R$ 200,00;R$ 200,00;R$ 200,00;R$ 4.720,00;528000,00%;93;VERDE;
0017076-44.2024.8.16.0044;Apucarana;PR;Veículo;0,00 m²;Rua Ermelinda Luizão Cattarin, 390 - Jardim Santos Dumont III - APUCARANA/PR - CEP: 86.812-527;R$ 9.500,00;60%;20/04/2026;12/05/2026;R$ 5.700,00;R$ 171,00;R$ 285,00;R$ 285,00;R$ 285,00;R$ 6.726,00;277400,00%;70;AMARELO;
3533081-44.2020.8.13.0145;Juiz de Fora;MG;Bens Móveis;0,00 m²;N/D;R$ 9.350,00;50%;17/04/2026;27/05/2026;R$ 4.675,00;R$ 140,25;R$ 233,75;R$ 233,75;R$ 233,75;R$ 5.516,50;383350,00%;90;VERDE;
0014400-36.2024.8.16.0170;Toledo;PR;Veículo;0,00 m²;Rua: Manoel Bandeira, n°710, Bairro: Jardim Europa, Toledo/PR.;R$ 9.300,00;50%;01/06/2026;09/06/2026;R$ 4.650,00;R$ 139,50;R$ 232,50;R$ 232,50;R$ 232,50;R$ 5.487,00;381300,00%;75;AMARELO;
0006020-49.2023.8.16.0173;Umuarama;PR;Bens Móveis;0,00 m²;Av. Angelo Moreira da Fonseca, 1916, QD 14, LT 15, Parque Vitória – Umuarama/PR;R$ 9.000,00;50%;11/06/2026;25/06/2026;R$ 4.500,00;R$ 135,00;R$ 225,00;R$ 225,00;R$ 225,00;R$ 5.310,00;369000,00%;100;VERDE;
0033110-44.2025.8.16.0017;Maringá;PR;Motocicleta;0,00 m²;N/D;R$ 9.000,00;50%;05/05/2026;19/05/2026;R$ 4.500,00;R$ 135,00;R$ 225,00;R$ 225,00;R$ 225,00;R$ 5.310,00;369000,00%;95;VERDE;
0500085-14.2014.8.26.0397;Sales Oliveira;SP;Veículo;0,00 m²;Avenida Mogiana nº 2611, Centro, Sales Oliveira/SP;R$ 9.000,00;70%;15/05/2026;09/06/2026;R$ 6.300,00;R$ 189,00;R$ 315,00;R$ 315,00;R$ 315,00;R$ 7.434,00;156600,00%;45;VERMELHO;
0100352-75.2025.5.01.0053;Rio de Janeiro;RJ;Bens móveis (Mobiliário);0,00 m²;Rua General Cláudio, nº 240, Marechal Hermes, Rio de Janeiro;R$ 8.600,00;30%;19/05/2026;26/05/2026;R$ 2.580,00;R$ 77,40;R$ 129,00;R$ 129,00;R$ 129,00;R$ 3.044,40;555560,00%;90;VERDE;
0001018-29.2025.8.16.0044;Apucarana;PR;Veículo;0,00 m²;N/D;R$ 8.000,00;60%;20/04/2026;12/05/2026;R$ 4.800,00;R$ 144,00;R$ 240,00;R$ 240,00;R$ 240,00;R$ 5.664,00;233600,00%;50;VERMELHO;
0002902-74.2019.8.16.0086;Guaíra;PR;Veículo;0,00 m²;Rua Alfredo Bulkard, 134 - Centro - GUAIRA/PR - CEP: 85.980-000;R$ 8.000,00;100%;24/04/2026;23/07/2026;R$ 8.000,00;R$ 240,00;R$ 400,00;R$ 400,00;R$ 400,00;R$ 9.440,00;-144000,00%;90;VERDE;
0019420-29.2018.8.13.0549;Manhuaçu;MG;Veículo;0,00 m²;Córrego da Sinceridade, (Pátio Credenciado), zona rural de Manhuaçu/MG;R$ 8.000,00;50%;17/04/2026;28/05/2026;R$ 4.000,00;R$ 120,00;R$ 200,00;R$ 200,00;R$ 200,00;R$ 4.720,00;328000,00%;35;VERMELHO;
5004875-61.2023.8.13.0687;TIMÓTEO;MG;Semoventes;0,00 m²;Zona Rural, Córrego Tabatinga, Poté/MG;R$ 8.000,00;50%;11/06/2026;27/08/2026;R$ 4.000,00;R$ 120,00;R$ 200,00;R$ 200,00;R$ 200,00;R$ 4.720,00;328000,00%;50;VERMELHO;
5000767-89.2020.8.13.0720;Visconde do Rio Branco;MG;Veículo;0,00 m²;N/D;R$ 7.958,00;50%;04/05/2026;08/06/2026;R$ 3.979,00;R$ 119,37;R$ 198,95;R$ 198,95;R$ 198,95;R$ 4.695,22;326278,00%;90;VERDE;
1000509-86.2025.5.02.0702;São Paulo;SP;Bens móveis;0,00 m²;Rua Seresta dos Veríssimos, nº 28, Chácara Santo Amaro, São Paulo/SP;R$ 7.700,00;20%;04/08/2026;04/08/2026;R$ 1.540,00;R$ 46,20;R$ 77,00;R$ 77,00;R$ 77,00;R$ 1.817,20;588280,00%;75;AMARELO;
0000774-54.2023.8.25.0001;Aracaju;SE;Mercadoria;0,00 m²;N/D;R$ 7.350,00;50%;06/05/2026;13/05/2026;R$ 3.675,00;R$ 110,25;R$ 183,75;R$ 183,75;R$ 183,75;R$ 4.336,50;301350,00%;90;VERDE;
5005576-77.2023.8.13.0313;Ipatinga;MG;Motocicleta;0,00 m²;N/D;R$ 7.065,00;60%;05/05/2026;26/05/2026;R$ 4.239,00;R$ 127,17;R$ 211,95;R$ 211,95;R$ 211,95;R$ 5.002,02;206298,00%;85;VERDE;
0006543-45.2013.8.16.0130;Maringá;PR;Motocicleta;0,00 m²;Pátio da Polícia Militar (DETRAN) do Município de Terra Rica/PR;R$ 7.015,00;60%;08/05/2026;15/05/2026;R$ 4.209,00;R$ 126,27;R$ 210,45;R$ 210,45;R$ 210,45;R$ 4.966,62;204838,00%;85;VERDE;
0100773-70.2022.5.01.0053;Nova Iguaçu;RJ;Bens Móveis;0,00 m²;Rua Benjamim Chambarelli, 70, Caonze, Nova Iguaçu/RJ;R$ 7.000,00;30%;19/05/2026;26/05/2026;R$ 2.100,00;R$ 63,00;R$ 105,00;R$ 105,00;R$ 105,00;R$ 2.478,00;452200,00%;90;VERDE;
0045889-11.2023.8.16.0014;Maringá;PR;Veículo;0,00 m²;Rua Doutor Rui Carnassiali, 151 - Jardim Liberdade II - MARINGÁ/PR - CEP: 87.047-264;R$ 7.000,00;50%;14/04/2026;06/05/2026;R$ 3.500,00;R$ 105,00;R$ 175,00;R$ 175,00;R$ 175,00;R$ 4.130,00;287000,00%;45;VERMELHO;
0100001-71.2024.5.01.0010;Rio de Janeiro;RJ;Móvel;0,00 m²;N/D;R$ 6.500,00;50%;25/05/2026;26/05/2026;R$ 3.250,00;R$ 97,50;R$ 162,50;R$ 162,50;R$ 162,50;R$ 3.835,00;266500,00%;90;VERDE;
1001271-69.2022.8.26.0062;Bariri;SP;Veículo;0,00 m²;Rua Luis Carlos de Jesus Piotto, nº 60, Jardim Romero, Bariri/SP;R$ 6.500,00;60%;29/04/2026;26/05/2026;R$ 3.900,00;R$ 117,00;R$ 195,00;R$ 195,00;R$ 195,00;R$ 4.602,00;189800,00%;85;VERDE;
5002481-62.2020.8.13.0016;Alfenas;MG;Veículo;0,00 m²;Rua Ministro Salgado Filho, 552, Aparecida, Alfenas/MG;R$ 6.000,00;50%;01/07/2026;30/09/2026;R$ 3.000,00;R$ 90,00;R$ 150,00;R$ 150,00;R$ 150,00;R$ 3.540,00;246000,00%;30;VERMELHO;
5009575-52.2024.8.13.0394;Manhuaçu;MG;Motocicleta;0,00 m²;N/D;R$ 6.000,00;50%;16/04/2026;27/05/2026;R$ 3.000,00;R$ 90,00;R$ 150,00;R$ 150,00;R$ 150,00;R$ 3.540,00;246000,00%;40;VERMELHO;
5002481-62.2020.8.13.0016;Alfenas;MG;Veículo;0,00 m²;Rua Ministro Salgado Filho, 552, Aparecida, Alfenas/MG;R$ 6.000,00;50%;01/07/2026;30/09/2026;R$ 3.000,00;R$ 90,00;R$ 150,00;R$ 150,00;R$ 150,00;R$ 3.540,00;246000,00%;15;VERMELHO;
1001056-48.2022.5.02.0471;São Caetano do Sul;SP;Mobiliário;0,00 m²;Rua Francesco de Martini, 549, Osvaldo Cruz, São Caetano do Sul/SP;R$ 6.000,00;20%;16/07/2026;16/07/2026;R$ 1.200,00;R$ 36,00;R$ 60,00;R$ 60,00;R$ 60,00;R$ 1.416,00;458400,00%;65;AMARELO;
5001905-65.2024.8.13.0166;CLÁUDIO;MG;Motocicleta;0,00 m²;Rua Cel. Igomer de Barros, 1126-A, Praia, Cláudio/MG;R$ 6.000,00;50%;06/05/2026;29/07/2026;R$ 3.000,00;R$ 90,00;R$ 150,00;R$ 150,00;R$ 150,00;R$ 3.540,00;246000,00%;70;AMARELO;
5006552-15.2023.8.13.0433;MONTES CLAROS;MG;Veículo;0,00 m²;Rua João Viana, nº 492, Centro, Grão Mogol/MG;R$ 5.800,00;75%;05/05/2026;19/05/2026;R$ 4.350,00;R$ 130,50;R$ 217,50;R$ 217,50;R$ 217,50;R$ 5.133,00;66700,00%;75;AMARELO;
0000523-81.2024.5.12.0011;Ituporanga;SC;Máquina de Costura;0,00 m²;Rua Prefeito Virgilio Scheller, 418, Centro, CEP 88.400 000, ITUPORANGA/SC;R$ 5.500,00;50%;19/05/2026;19/05/2026;R$ 2.750,00;R$ 82,50;R$ 137,50;R$ 137,50;R$ 137,50;R$ 3.245,00;225500,00%;90;VERDE;
0100543-77.2022.5.01.0263;São Gonçalo;RJ;Eletrônicos;0,00 m²;ESTRADA DO PACHECO, 1052, LOJA 2, PACHECO, SAO GONCALO/RJ, CEP: 24732-570;R$ 5.075,00;50%;22/06/2026;30/06/2026;R$ 2.537,50;R$ 76,13;R$ 126,88;R$ 126,88;R$ 126,88;R$ 2.994,25;208075,00%;55;VERMELHO;
0100543-77.2022.5.01.0263;São Gonçalo;RJ;Bens Móveis;0,00 m²;Estrada do Pacheco, 1052, Loja 2, Pacheco;R$ 5.075,00;50%;22/06/2026;30/06/2026;R$ 2.537,50;R$ 76,13;R$ 126,88;R$ 126,88;R$ 126,88;R$ 2.994,25;208075,00%;85;VERDE;
0001381-86.2019.8.13.0051;Bambuí;MG;Veículo;0,00 m²;N/D;R$ 5.000,00;100%;29/04/2026;13/05/2026;R$ 5.000,00;R$ 150,00;R$ 250,00;R$ 250,00;R$ 250,00;R$ 5.900,00;-90000,00%;90;VERDE;
5003090-56.2022.8.13.0604;Santo Antônio do Monte;MG;Veículo;0,00 m²;Rua Teodosino Batista dos Santos, 384, Dom Bosco, Santo Antônio do Monte/MG;R$ 5.000,00;50%;03/06/2026;24/06/2026;R$ 2.500,00;R$ 75,00;R$ 125,00;R$ 125,00;R$ 125,00;R$ 2.950,00;205000,00%;35;VERMELHO;
1000326-03.2023.5.02.0471;São Caetano do Sul;SP;Móveis;0,00 m²;Rua Francesco de Martini, 549, Osvaldo Cruz, São Caetano do Sul/SP;R$ 5.000,00;20%;04/08/2026;04/08/2026;R$ 1.000,00;R$ 30,00;R$ 50,00;R$ 50,00;R$ 50,00;R$ 1.180,00;382000,00%;70;AMARELO;
0010165-89.2025.5.03.0174;Indianópolis;MG;Veículo;0,00 m²;"AREA RURAL, coordenadas 19°03'40.3""S 47°56'17.0""W, nas imediações do estabelecimento conhecido como ""Bar do Tite, ZONA RURAL, INDIANOPOLIS/MG - CEP: 38490-000";R$ 5.000,00;60%;06/05/2026;06/05/2026;R$ 3.000,00;R$ 90,00;R$ 150,00;R$ 150,00;R$ 150,00;R$ 3.540,00;146000,00%;35;VERMELHO;
5004718-66.2019.8.13.0287;GUAXUPÉ;MG;Box comercial;6,25 m²;Praça Jeronimo Luiz Cruvinel, nº 20, box 67, Guaxupé/MG;R$ 5.000,00;50%;27/04/2026;23/11/2026;R$ 2.500,00;R$ 75,00;R$ 125,00;R$ 125,00;R$ 125,00;R$ 2.950,00;205000,00%;75;AMARELO;
5001539-44.2023.8.13.0430;Monte Belo;MG;Motocicleta;0,00 m²;Rua José de Oliveira, 89, Parque Primavera, Jureia, Monte Belo/MG;R$ 5.000,00;50%;06/05/2026;29/07/2026;R$ 2.500,00;R$ 75,00;R$ 125,00;R$ 125,00;R$ 125,00;R$ 2.950,00;205000,00%;25;VERMELHO;
0704815-51.2024.8.07.0013;Brasília;DF;Pedra Preciosa;0,00 m²;N/D;R$ 4.970,00;50%;05/05/2026;08/05/2026;R$ 2.485,00;R$ 74,55;R$ 124,25;R$ 124,25;R$ 124,25;R$ 2.932,30;203770,00%;85;VERDE;
0003431-67.2022.8.16.0190;Maringá;PR;Veículo;0,00 m²;Veículo FIAT/PALIO EL, placa COI-7J39, ano 1997, cor azul, combustível gasolina, renavam 0067.967951-0, chassi 9BD178037V0334479, município Maringá/PR;R$ 4.550,00;50%;05/05/2026;19/05/2026;R$ 2.275,00;R$ 68,25;R$ 113,75;R$ 113,75;R$ 113,75;R$ 2.684,50;186550,00%;35;VERMELHO;
0100931-57.2023.5.01.0226;RIO DE JANEIRO;RJ;Móveis;0,00 m²;N/D;R$ 4.500,00;40%;25/05/2026;26/05/2026;R$ 1.800,00;R$ 54,00;R$ 90,00;R$ 90,00;R$ 90,00;R$ 2.124,00;237600,00%;95;VERDE;
